#Wave		#Intensity
3203.346680	20818.458984
3202.517578	20243.330078
3201.688477	19941.789063
3200.858398	20141.500000
3200.029297	20439.517578
3199.199219	20095.058594
3198.370117	20436.007813
3197.540039	20322.103516
3196.709961	19928.675781
3195.879883	19922.396484
3195.048828	20112.667969
3194.218750	20112.500000
3193.387695	20149.171875
3192.557617	20284.060547
3191.726563	20145.751953
3190.895508	20418.685547
3190.064453	20295.740234
3189.233398	20280.201172
3188.401367	20200.257813
3187.570313	20197.003906
3186.738281	20110.964844
3185.907227	20077.070313
3185.075195	19948.164063
3184.243164	19761.070313
3183.411133	20082.693359
3182.578125	20100.904297
3181.746094	19913.875000
3180.913086	19901.480469
3180.080078	20323.921875
3179.248047	19962.427734
3178.415039	19980.640625
3177.581055	19919.269531
3176.748047	19906.880859
3175.915039	20169.873047
3175.081055	20258.402344
3174.248047	19842.205078
3173.414063	20242.701172
3172.580078	20276.134766
3171.746094	20511.337891
3170.912109	20220.695313
3170.077148	19783.443359
3169.243164	19764.976563
3168.408203	20302.583984
3167.573242	20094.640625
3166.738281	19969.230469
3165.903320	20149.244141
3165.068359	20118.519531
3164.233398	19977.900391
3163.397461	20453.902344
3162.562500	20069.123047
3161.726563	20215.408203
3160.890625	20569.105469
3160.054688	20163.140625
3159.218750	20272.738281
3158.382813	20199.335938
3157.545898	20537.562500
3156.709961	20336.105469
3155.873047	20079.849609
3155.036133	20210.703125
3154.199219	20253.150391
3153.362305	20255.980469
3152.525391	20045.591797
3151.687500	20152.000000
3150.850586	20355.812500
3150.012695	19841.054688
3149.174805	20026.587891
3148.336914	20181.625000
3147.499023	20199.673828
3146.661133	20074.718750
3145.823242	20059.314453
3144.984375	20077.375000
3144.145508	20329.589844
3143.307617	20207.730469
3142.468750	20031.189453
3141.629883	20201.218750
3140.790039	20474.523438
3139.951172	20550.228516
3139.112305	20024.357422
3138.272461	20485.890625
3137.432617	20096.871094
3136.592773	20069.339844
3135.752930	20333.289063
3134.913086	20014.300781
3134.073242	20056.603516
3133.232422	20132.273438
3132.392578	20235.228516
3131.551758	20265.337891
3130.710938	20386.435547
3129.870117	20264.873047
3129.029297	20161.541016
3128.188477	20631.250000
3127.346680	20573.361328
3126.505859	20430.628906
3125.664063	20306.123047
3124.822266	20093.792969
3123.980469	20535.867188
3123.138672	20608.279297
3122.296875	20074.994141
3121.455078	20640.998047
3120.612305	20446.947266
3119.769531	20598.023438
3118.927734	20467.593750
3118.084961	20573.228516
3117.242188	20403.513672
3116.398438	20312.500000
3115.555664	20569.330078
3114.712891	20369.457031
3113.869141	20520.371094
3113.025391	20450.556641
3112.181641	20562.115234
3111.337891	20688.748047
3110.494141	20507.142578
3109.650391	20352.785156
3108.805664	20594.167969
3107.961914	20889.835938
3107.117188	20732.468750
3106.272461	20732.146484
3105.427734	20771.064453
3104.583008	20731.498047
3103.737305	20607.451172
3102.892578	20498.529297
3102.046875	20721.474609
3101.202148	20760.359375
3100.356445	20582.101563
3099.510742	20473.251953
3098.665039	20662.892578
3097.818359	20728.888672
3096.972656	21325.283203
3096.125977	21514.693359
3095.280273	21429.878906
3094.433594	21296.896484
3093.586914	21531.394531
3092.740234	21684.511719
3091.892578	21939.947266
3091.045898	22529.447266
3090.198242	22363.283203
3089.351563	22847.195313
3088.503906	23204.578125
3087.656250	23637.056641
3086.808594	23266.277344
3085.960938	23115.162109
3085.112305	23300.873047
3084.264648	23474.496094
3083.416016	22980.736328
3082.567383	22541.232422
3081.718750	22865.144531
3080.870117	22657.148438
3080.021484	22731.599609
3079.172852	22812.033203
3078.323242	22390.927734
3077.473633	22306.246094
3076.625000	22344.677734
3075.775391	22452.134766
3074.925781	22235.431641
3074.075195	22639.935547
3073.225586	22231.259766
3072.375977	22563.640625
3071.525391	22802.935547
3070.674805	23027.160156
3069.824219	23065.421875
3068.973633	23571.320313
3068.123047	23876.236328
3067.272461	24402.816406
3066.420898	25249.828125
3065.570313	26252.351563
3064.718750	27119.757813
3063.867188	28133.632813
3063.015625	28021.298828
3062.164063	28391.013672
3061.311523	27626.109375
3060.459961	27154.757813
3059.607422	27186.285156
3058.755859	27095.132813
3057.903320	27742.904297
3057.050781	28393.455078
3056.197266	29184.347656
3055.344727	29045.089844
3054.492188	28771.343750
3053.638672	28545.511719
3052.785156	27503.871094
3051.932617	27338.076172
3051.079102	26129.658203
3050.224609	25318.916016
3049.371094	25114.726563
3048.517578	24916.574219
3047.663086	24670.712891
3046.808594	24771.214844
3045.955078	24940.332031
3045.100586	25136.251953
3044.245117	25391.783203
3043.390625	25620.380859
3042.536133	25649.056641
3041.680664	25406.333984
3040.825195	25306.814453
3039.970703	24691.554688
3039.115234	24917.097656
3038.258789	24343.822266
3037.403320	24244.537109
3036.547852	23975.455078
3035.691406	23986.480469
3034.835938	23836.664063
3033.979492	23704.763672
3033.123047	24076.105469
3032.266602	24045.425781
3031.409180	24348.128906
3030.552734	24430.505859
3029.695313	24715.193359
3028.838867	24571.375000
3027.981445	24939.238281
3027.124023	25366.462891
3026.266602	25032.292969
3025.409180	24971.761719
3024.550781	24833.958984
3023.693359	24306.839844
3022.834961	24154.330078
3021.976563	23820.621094
3021.118164	23757.359375
3020.259766	23756.494141
3019.401367	24049.642578
3018.541992	23986.373047
3017.683594	23813.277344
3016.824219	24622.769531
3015.964844	24375.427734
3015.106445	24273.566406
3014.246094	24287.451172
3013.386719	24239.033203
3012.527344	24872.808594
3011.666992	24201.552734
3010.807617	24508.972656
3009.947266	24422.009766
3009.086914	24106.837891
3008.226563	24031.820313
3007.366211	24416.109375
3006.504883	24418.091797
3005.644531	24618.539063
3004.783203	24804.111328
3003.921875	25655.896484
3003.060547	25761.300781
3002.199219	26017.642578
3001.337891	26285.740234
3000.476563	26435.378906
2999.614258	26108.599609
2998.751953	25693.175781
2997.890625	24899.277344
2997.028320	24623.177734
2996.166016	23986.423828
2995.302734	23601.169922
2994.440430	23254.468750
2993.577148	23215.248047
2992.714844	22839.169922
2991.851563	22847.298828
2990.988281	22849.517578
2990.125000	22786.755859
2989.261719	22827.373047
2988.397461	22897.501953
2987.534180	22758.005859
2986.669922	22878.298828
2985.805664	22738.849609
2984.941406	23109.917969
2984.077148	23014.728516
2983.212891	23019.859375
2982.348633	23381.851563
2981.483398	23437.050781
2980.619141	23524.664063
2979.753906	23125.851563
2978.888672	24062.328125
2978.023438	24282.404297
2977.158203	24493.570313
2976.291992	24663.425781
2975.426758	24806.714844
2974.560547	25409.375000
2973.694336	25958.839844
2972.828125	26263.769531
2971.961914	26930.660156
2971.095703	27403.089844
2970.229492	27534.023438
2969.362305	27661.970703
2968.495117	27442.759766
2967.628906	27594.208984
2966.761719	27648.566406
2965.894531	28085.134766
2965.026367	28962.525391
2964.159180	29295.863281
2963.291016	29834.810547
2962.423828	30743.812500
2961.555664	31147.208984
2960.687500	31817.775391
2959.819336	32244.359375
2958.951172	32274.386719
2958.082031	31931.537109
2957.213867	32011.505859
2956.344727	31932.957031
2955.475586	31725.314453
2954.606445	30957.330078
2953.737305	31225.152344
2952.868164	31445.957031
2951.999023	31669.621094
2951.128906	31356.625000
2950.258789	31559.708984
2949.388672	31792.037109
2948.519531	32258.750000
2947.648438	32238.884766
2946.778320	32131.130859
2945.908203	31874.015625
2945.037109	31716.564453
2944.166992	31808.076172
2943.295898	31068.029297
2942.424805	30483.375000
2941.553711	29149.609375
2940.681641	28340.113281
2939.810547	27396.281250
2938.938477	26806.744141
2938.067383	26395.826172
2937.195313	25879.755859
2936.323242	25498.361328
2935.451172	25383.140625
2934.578125	25142.259766
2933.706055	24746.552734
2932.833008	25157.509766
2931.960938	24770.691406
2931.087891	24059.736328
2930.214844	24651.693359
2929.341797	24495.849609
2928.467773	24976.587891
2927.594727	25308.281250
2926.720703	25099.865234
2925.847656	25629.884766
2924.973633	25614.068359
2924.099609	25799.566406
2923.225586	26098.765625
2922.350586	26015.798828
2921.476563	26262.376953
2920.601563	26004.470703
2919.727539	26405.472656
2918.852539	26007.720703
