3.996813e+002,0.000000e+000
4.001635e+002,6.899731e+001
4.006456e+002,6.858869e+001
4.011277e+002,6.816422e+001
4.016098e+002,6.770299e+001
4.020919e+002,6.720268e+001
4.025741e+002,6.667418e+001
4.030562e+002,6.612931e+001
4.035383e+002,6.557570e+001
4.040204e+002,6.501506e+001
4.045026e+002,6.445248e+001
4.049847e+002,6.390315e+001
4.054668e+002,6.339700e+001
4.059489e+002,6.296958e+001
4.064311e+002,6.264737e+001
4.069132e+002,6.243015e+001
4.073953e+002,6.229051e+001
4.078774e+002,6.218549e+001
4.083596e+002,6.207848e+001
4.088417e+002,6.195559e+001
4.093238e+002,6.182967e+001
4.098059e+002,6.172750e+001
4.102881e+002,6.166945e+001
4.107702e+002,6.164772e+001
4.112523e+002,6.162349e+001
4.117344e+002,6.153867e+001
4.122166e+002,6.134054e+001
4.126987e+002,6.100358e+001
4.131808e+002,6.054247e+001
4.136629e+002,6.000904e+001
4.141451e+002,5.947507e+001
4.146272e+002,5.900675e+001
4.151093e+002,5.864804e+001
4.155914e+002,5.841824e+001
4.160736e+002,5.832602e+001
4.165557e+002,5.838592e+001
4.170378e+002,5.863147e+001
4.175200e+002,5.910485e+001
4.180021e+002,5.980709e+001
4.184842e+002,6.060838e+001
4.189663e+002,6.123377e+001
4.194484e+002,6.144229e+001
4.199306e+002,6.123012e+001
4.204127e+002,6.077619e+001
4.208948e+002,6.027411e+001
4.213770e+002,5.984405e+001
4.218591e+002,5.953146e+001
4.223412e+002,5.932720e+001
4.228233e+002,5.918825e+001
4.233055e+002,5.905946e+001
4.237876e+002,5.889996e+001
4.242697e+002,5.870348e+001
4.247518e+002,5.850467e+001
4.252339e+002,5.835859e+001
4.257161e+002,5.830915e+001
4.261982e+002,5.836208e+001
4.266803e+002,5.848060e+001
4.271624e+002,5.860188e+001
4.276446e+002,5.866258e+001
4.281267e+002,5.862073e+001
4.286088e+002,5.846710e+001
4.290909e+002,5.822330e+001
4.295731e+002,5.792959e+001
4.300552e+002,5.762725e+001
4.305373e+002,5.734503e+001
4.310194e+002,5.709417e+001
4.315016e+002,5.687517e+001
4.319837e+002,5.668702e+001
4.324658e+002,5.653519e+001
4.329479e+002,5.642959e+001
4.334301e+002,5.637685e+001
4.339122e+002,5.637179e+001
4.343943e+002,5.639503e+001
4.348764e+002,5.641711e+001
4.353586e+002,5.641092e+001
4.358407e+002,5.636255e+001
4.363228e+002,5.627711e+001
4.368049e+002,5.617306e+001
4.372870e+002,5.606955e+001
4.377692e+002,5.597416e+001
4.382513e+002,5.588153e+001
4.387334e+002,5.577968e+001
4.392155e+002,5.566212e+001
4.396977e+002,5.553580e+001
4.401798e+002,5.542363e+001
4.406619e+002,5.535748e+001
4.411440e+002,5.536344e+001
4.416262e+002,5.544442e+001
4.421083e+002,5.557224e+001
4.425904e+002,5.569629e+001
4.430725e+002,5.576879e+001
4.435547e+002,5.576872e+001
4.440368e+002,5.571061e+001
4.445189e+002,5.563299e+001
4.450010e+002,5.557694e+001
4.454832e+002,5.556538e+001
4.459653e+002,5.559383e+001
4.464474e+002,5.563466e+001
4.469295e+002,5.565184e+001
4.474117e+002,5.561806e+001
4.478938e+002,5.552717e+001
4.483759e+002,5.539361e+001
4.488580e+002,5.524195e+001
4.493401e+002,5.509365e+001
4.498223e+002,5.495983e+001
4.503044e+002,5.484237e+001
4.507865e+002,5.474197e+001
4.512687e+002,5.466578e+001
4.517508e+002,5.463094e+001
4.522329e+002,5.465711e+001
4.527150e+002,5.475312e+001
4.531971e+002,5.490519e+001
4.536793e+002,5.507908e+001
4.541614e+002,5.523397e+001
4.546435e+002,5.533931e+001
4.551257e+002,5.538483e+001
4.556078e+002,5.538412e+001
4.560899e+002,5.537094e+001
4.565720e+002,5.539017e+001
4.570542e+002,5.547940e+001
4.575363e+002,5.564926e+001
4.580184e+002,5.587543e+001
4.585005e+002,5.611653e+001
4.589827e+002,5.634227e+001
4.594648e+002,5.654834e+001
4.599469e+002,5.674942e+001
4.604290e+002,5.696335e+001
4.609112e+002,5.719758e+001
4.613933e+002,5.744519e+001
4.618754e+002,5.768833e+001
4.623575e+002,5.790902e+001
4.628397e+002,5.809915e+001
4.633218e+002,5.826589e+001
4.638039e+002,5.842844e+001
4.642860e+002,5.860532e+001
4.647682e+002,5.880414e+001
4.652503e+002,5.901723e+001
4.657324e+002,5.922525e+001
4.662145e+002,5.940744e+001
4.666967e+002,5.955215e+001
4.671788e+002,5.966443e+001
4.676609e+002,5.976293e+001
4.681430e+002,5.986906e+001
4.686252e+002,5.999256e+001
4.691073e+002,6.012428e+001
4.695894e+002,6.023882e+001
4.700715e+002,6.030494e+001
4.705536e+002,6.029687e+001
4.710358e+002,6.020421e+001
4.715179e+002,6.003688e+001
4.720000e+002,5.982249e+001
4.724821e+002,5.959302e+001
4.729643e+002,5.936896e+001
4.734464e+002,5.914959e+001
4.739285e+002,5.892001e+001
4.744106e+002,5.866507e+001
4.748928e+002,5.838108e+001
4.753749e+002,5.807839e+001
4.758570e+002,5.777887e+001
4.763391e+002,5.750945e+001
4.768213e+002,5.729675e+001
4.773034e+002,5.716304e+001
4.777855e+002,5.712554e+001
4.782676e+002,5.719685e+001
4.787498e+002,5.738543e+001
4.792319e+002,5.769307e+001
4.797140e+002,5.811097e+001
4.801961e+002,5.861611e+001
4.806783e+002,5.917205e+001
4.811604e+002,5.973375e+001
4.816425e+002,6.025780e+001
4.821246e+002,6.071109e+001
4.826068e+002,6.107768e+001
4.830889e+002,6.135810e+001
4.835710e+002,6.156347e+001
4.840531e+002,6.170577e+001
4.845352e+002,6.179112e+001
4.850174e+002,6.181853e+001
4.854995e+002,6.178564e+001
4.859816e+002,6.169522e+001
4.864637e+002,6.155975e+001
4.869459e+002,6.139902e+001
4.874280e+002,6.123450e+001
4.879101e+002,6.108212e+001
4.883922e+002,6.094878e+001
4.888744e+002,6.083300e+001
4.893565e+002,6.072989e+001
4.898386e+002,6.063678e+001
4.903207e+002,6.055699e+001
4.908029e+002,6.049873e+001
4.912850e+002,6.046985e+001
4.917671e+002,6.047128e+001
4.922492e+002,6.049368e+001
4.927314e+002,6.051990e+001
4.932135e+002,6.053302e+001
4.936956e+002,6.052329e+001
4.941777e+002,6.049142e+001
4.946599e+002,6.044664e+001
4.951420e+002,6.039783e+001
4.956241e+002,6.034686e+001
4.961062e+002,6.028532e+001
4.965884e+002,6.019645e+001
4.970705e+002,6.006300e+001
4.975526e+002,5.987539e+001
4.980347e+002,5.963858e+001
4.985169e+002,5.937198e+001
4.989990e+002,5.910584e+001
4.994811e+002,5.887564e+001
4.999633e+002,5.871922e+001
5.004454e+002,5.867480e+001
5.009275e+002,5.877926e+001
5.014096e+002,5.906106e+001
5.018917e+002,5.952887e+001
5.023739e+002,6.016140e+001
5.028560e+002,6.090848e+001
5.033381e+002,6.170541e+001
5.038203e+002,6.249345e+001
5.043024e+002,6.323345e+001
5.047845e+002,6.390951e+001
5.052666e+002,6.452378e+001
5.057487e+002,6.508802e+001
5.062309e+002,6.561401e+001
5.067130e+002,6.610577e+001
5.071951e+002,6.655611e+001
5.076772e+002,6.694937e+001
5.081594e+002,6.726933e+001
5.086415e+002,6.750726e+001
5.091236e+002,6.766582e+001
5.096057e+002,6.775838e+001
5.100879e+002,6.780402e+001
5.105700e+002,6.782131e+001
5.110521e+002,6.782277e+001
5.115342e+002,6.781266e+001
5.120164e+002,6.778834e+001
5.124985e+002,6.774548e+001
5.129806e+002,6.768294e+001
5.134627e+002,6.760614e+001
5.139448e+002,6.752561e+001
5.144270e+002,6.745358e+001
5.149091e+002,6.739848e+001
5.153912e+002,6.736195e+001
5.158734e+002,6.733806e+001
5.163555e+002,6.731642e+001
5.168376e+002,6.728708e+001
5.173197e+002,6.724528e+001
5.178019e+002,6.719245e+001
5.182840e+002,6.713400e+001
5.187661e+002,6.707394e+001
5.192482e+002,6.701219e+001
5.197303e+002,6.694501e+001
5.202125e+002,6.686855e+001
5.206946e+002,6.678259e+001
5.211767e+002,6.669194e+001
5.216588e+002,6.660473e+001
5.221410e+002,6.652858e+001
5.226231e+002,6.646700e+001
5.231052e+002,6.641776e+001
5.235873e+002,6.637414e+001
5.240695e+002,6.632829e+001
5.245516e+002,6.627490e+001
5.250337e+002,6.621357e+001
5.255159e+002,6.614912e+001
5.259980e+002,6.608646e+001
5.264801e+002,6.602560e+001
5.269622e+002,6.595913e+001
5.274443e+002,6.587418e+001
5.279265e+002,6.575793e+001
5.284086e+002,6.560256e+001
5.288907e+002,6.540829e+001
5.293728e+002,6.518249e+001
5.298550e+002,6.493713e+001
5.303371e+002,6.468421e+001
5.308192e+002,6.443259e+001
5.313013e+002,6.418621e+001
5.317834e+002,6.394538e+001
5.322656e+002,6.370890e+001
5.327477e+002,6.347591e+001
5.332299e+002,6.324564e+001
5.337120e+002,6.301532e+001
5.341941e+002,6.277744e+001
5.346762e+002,6.251921e+001
5.351583e+002,6.222458e+001
5.356404e+002,6.187923e+001
5.361226e+002,6.147568e+001
5.366047e+002,6.101623e+001
5.370868e+002,6.051181e+001
5.375690e+002,5.997704e+001
5.380511e+002,5.942363e+001
5.385332e+002,5.885592e+001
5.390153e+002,5.826979e+001
5.394974e+002,5.765595e+001
5.399796e+002,5.700506e+001
5.404617e+002,5.631273e+001
5.409438e+002,5.558118e+001
5.414260e+002,5.481828e+001
5.419081e+002,5.403434e+001
5.423902e+002,5.324009e+001
5.428723e+002,5.244709e+001
5.433544e+002,5.167165e+001
5.438365e+002,5.093936e+001
5.443187e+002,5.028830e+001
5.448008e+002,4.976692e+001
5.452830e+002,4.942689e+001
5.457651e+002,4.931226e+001
5.462472e+002,4.945068e+001
5.467293e+002,4.985062e+001
